,text,label
8763,Gun homicide is down 49 percent in the past 12 years.,0
8764,Says he voted for disaster relief and full funding of FEMA.,1
8765,Thirteen hundred applicants in Rhode Island signed up for insurance through Obamacare.,1
8766,Theres no money in Social Security.,0
8767,"Says it cost Massachusetts taxpayers $100,000 when Mitt Romney and his staff purchased computer hard drives.",0
8768,On support for gay marriage,0
8769,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,1
8770,Says Julie Parrish voted to divert $160 million from public schools to private for-profit schools.,0
8771,The employer mandate affects only 5 percent of businesses in this country.,1
8772,The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,0
8773,Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.,1
8774,"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",1
8775,"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",0
8776,"Says Scott Browns carrying some big oil baggage because he collected over $400,000 in campaign contributions.",1
8777,More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.,1
8778,There is majority support for the Democrats' health care plans.,0
8779,We know from the social science that children do best with a mom and a dad.,0
8780,"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",1
8781,Says $30 million gap in stadium funding forced the Portland Beavers to leave.,1
8782,"""Murder went up"" when Romney was governor. ""Robbery went up. Violent crimes went up.""",1
8783,"All 28 members of NATO have pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.",1
8784,"Under Scott Walker, Wisconsin moved from 16th to third in percentage of people with student loan debt.",0
8785,Nine out of the 10 poorest states are Red states.,1
8786,The Public Employee Retirement System is making more millionaires than the Oregon state lottery.,1
8787,"Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.",1
8788,"In Wisconsin, unions can essentially give unlimited contributions to political parties, but business cant give any.",1
8789,I sponsored the new Buy American law,0
8790,Says Bernie Sanders has been largely a very reliable supporter of the NRA.,0
8791,Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,0
8792,"Hillary Clinton says she wants to, raise taxes on the middle class.",0
8793,"When one person sneezes, it goes all the way through the aircraft.",0
8794,A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009,1
8795,"Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real.",0
8796,Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,0
8797,"Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""",1
8798,"If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.",0
8799,"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.",1
8800,"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",1
8801,Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,0
8802,Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,1
8803,Ohio today has the fewest number of state employees since the Reagan administration.,1
8804,This is the worst jobs recovery since the Great Depression.,0
8805,"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",0
8806,"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",1
8807,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,0
8808,"In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.",0
8809,"In the last four years, our economy has grown on average 0.9 percent a year.",0
8810,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,1
8811,Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally.,0
8812,"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?",0
8813,"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.",1
8814,What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.,1
8815,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,0
8816,On raising taxes.,0
8817,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",0
8818,Thousands of Americans have been killed by illegal immigrants.,1
8819,"There is currently no ability to vet these people, referring to Syrian refugees.",0
8820,A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,0
8821,"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",0
8822,A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.,0
8823,"Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.",0
