,text,Type
10384,"WOW! Do Anti-Trump Protesters REALLY Know What They’re Protesting? [Video]. Wow! Talk about clueless! Austen Fletcher approaches anti-Trump protesters and gets clueless answers on why they re against Trump:Thought you might enjoy this  @PrisonPlanet @allidoisowen @JackPosobiec pic.twitter.com/kdYm2WlfdB  austen fletcher (@fleccas) July 17, 2017One individual in a Spiderman mask crouching on the floor begins rambling semi-incoherantly, stating,  No Trump says no to racism. Let s have a color-filled America, a melting pot, like America was supposed to be built on,  he adds. The man is then asked by Fletcher,  What about the diversity you re seeing on the Trump side? There s blacks, Hispanics, gays for Trump, there s a lot of different people that support Trump?  Via: InfowarsHere s yet another video from Fletcher that proves the left is clueless and just protesting like sheeple:If You Thought Liberal Protesters Were Inarticulate, Uninformed & Indoctrinated, You Are Wrong OK, That s A Joke   YOU RE RIGHT!!ENJOY pic.twitter.com/9zBT49gFPA  Love America (@POLITICSandFUN) July 16, 2017Please check out and follow austen fletcher on twitter!",0
2763,"Trump to nominate attorney Kevin McIntyre to chair FERC: White House. WASHINGTON (Reuters) - U.S. President Donald Trump intends to nominate attorney Kevin McIntyre to be chairman of the Federal Energy Regulatory Commission, the White House said on Thursday. McIntyre, an attorney with the Jones Day firm, would need to be confirmed by the Senate. FERC regulates interstate transmission of electricity, natural gas and crude oil. ",1
2820," The Consumer Financial Protection Bureau on Monday finalized the new rule banning “mandatory arbitration clauses” requiring consumers to forego class-action suits . Republicans plan to eliminate the rule, using a law that allows Congress to undo new regulations with simple majority votes in both chambers and a signature from the president . Analysts and consumer advocates say the agency’s rule may survive the Congressional challenge .",1
19538,"REMEMBER WHEN Democrat Operatives Were Caught Bragging About Their Voter Fraud Operation In WI? [VIDEO]. Watch:. @Jordanfabian If there is no #VoterFraud, how come 2 #DNC operatives resigned/ were fired over the @PVeritas_Action hidden cam videos? pic.twitter.com/7vHuQPejC0  James O'Keefe (@JamesOKeefeIII) November 28, 2016",0
16620," Irish student Ibrahim Halawa was greeted by cheering crowds at Dublin Airport on Tuesday . He was arrested along with hundreds of others in 2013 as part of a crackdown on protests in Egypt . Halawa and three of his sisters were charged along with nearly 500 others with crimes including breaking into a mosque, killing 44 people . The defendants had all faced the death penalty and though none received it, hundreds were given hefty jail sentences .",1
11935,"Russia's Putin says ex-Soviet countries threatened by militants: RIA. MOSCOW (Reuters) - Russian President Vladimir Putin said on Tuesday that former Soviet countries were being threatened by militants using Central Asia and the Middle East as a springboard for expansion, the RIA news agency reported.  ",1
4096," Donald Trump tweeted out that he won the last presidential debate, one where Hillary Clinton clearly wiped the floor with his haystack of hair . Hillary Clinton opted for a simple, yet very accurate and hilarious response? Where was this kind of comedy last night? Hillary Clinton responded with humor . The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times .",0
14602,"TORONTO IMAM WANTS MUSLIMS To Only Do Business With Muslims, Work Together To Implement Sharia Law. We hear so much talk from the Left about working to help foreigners assimilate. Yet here we have a prominent Imam calling for the segregation of Muslims from their host nation. How is this okay? Shaykh Said Rageah ( ) was born in Somalia and in the late 80s and moved to North America. Rageah has a Bachelor s in Islamic studies and a Masters in Shari ah and he has had several posts over the years, including: founder of Masjid Huda in Montreal and Masjid Aya in Maryland, advisor for Muslim Youth magazine, and member in the Aqsa Association.He is also the founder of both Muslim Magazine and Al Aqsa Association, and served as the Chaplain at both the University of Calgary and the Southern Alberta Institute of Technology (SAIT). He served as an Imam at the Abu Hurairah Mosque in Toronto, the Chairman for the Journey of Faith Conference and as an instructor for the AlMaghrib Institute.In a sermon delivered at Abu Hurairah Centre in Toronto (the video was uploaded to YouTube on February 8, 2009), Imam Rageah called on Canadian",0
8090," Trump calls first debate moderator a Democrat; records show otherwise . Lester Holt, who will moderate the debate on Monday, is registered as a Republican . Trump has said repeatedly the presidential debates will be stacked against him . He said on Fox News on Monday that Holt was a “professional” but that he was a Democrat .",1
7855, About 89 percent of Latino registered voters said they planned to vote in the Nov. 8 election . That figure is down from 91 percent who said in October 2012 that they were planning to vote . Turnout among Latinos tends to run well below that of whites and African Americans . Latinos tend to lean Democratic and favor Clinton heavily over Trump .,1
2973, Senate Intelligence Committee to see memos written by former FBI Director James Comey about his meetings with President Donald Trump . Comey's relationship with Trump has been central to ongoing investigations of Russian meddling in the 2016 U.S. election . Lawmakers have raised questions about whether Trump fired Comey in order to interfere with the Russia probe .,1
